Código,Data da venda,Prazo (dias),Preço_Venda,Volume_Venda,Código_Cliente,Código_Produto,Código_Cidade,Código_Vendedor
2106,10/14/2011,60,9.6,6276,4,6,3,1
2107,10/15/2011,45,5.56,9426,3,7,2,1
2108,10/16/2011,45,4.02,2539,2,6,2,1
2109,10/17/2011,45,5.56,7972,3,5,3,1
2110,10/18/2011,30,2.77,4519,4,3,3,1
2111,10/19/2011,45,5.56,5081,3,7,2,1
2112,10/20/2011,45,4.02,3833,2,4,1,1
2113,10/21/2011,30,5.56,5601,3,5,3,4
2114,10/22/2011,45,2.77,1179,4,7,2,1
2115,10/23/2011,45,9.6,8899,3,4,2,1
2116,10/24/2011,30,4.02,5232,2,3,1,2
2117,10/25/2011,45,2.77,9677,3,7,2,1
2118,10/26/2011,45,9.6,7489,4,6,1,1
2119,10/27/2011,30,2.77,1147,3,7,1,2
2120,10/28/2011,30,2.77,2386,2,4,2,1
2121,10/29/2011,45,5.56,2596,3,5,2,1
2122,10/30/2011,30,2.77,3929,4,7,1,1
2123,10/31/2011,45,9.6,5263,3,5,2,1
2124,11/1/2011,45,4.02,9712,2,7,1,1
2125,11/2/2011,60,2.77,7847,3,3,1,1
2126,11/3/2011,45,4.02,8921,3,2,1,3
2127,11/4/2011,45,2.77,7630,2,8,2,2
2128,11/5/2011,60,2.77,5603,3,1,3,3
2129,11/6/2011,45,7.04,9992,4,1,2,1
2130,11/7/2011,60,5.56,5656,3,3,2,2
2131,11/8/2011,60,2.6,289,2,8,2,1
2132,11/9/2011,45,2.6,7692,3,2,2,1
2133,11/10/2011,45,2.77,9296,3,1,2,2
2134,11/11/2011,60,2.6,2451,4,3,3,2
2135,11/12/2011,45,7.04,6016,3,2,1,1
2136,11/13/2011,45,2.6,179,2,5,2,1
2137,11/14/2011,60,4.02,8229,3,6,3,2
2138,11/15/2011,45,7.04,7007,4,3,2,1
2139,11/16/2011,45,4.02,1852,3,6,1,1
2140,11/17/2011,60,5.56,4755,3,2,2,3
2141,11/18/2011,45,4.02,4439,2,2,1,3
2142,11/19/2011,30,5.56,5456,3,2,4,3
2143,11/20/2011,45,7.04,6106,4,4,3,4
2144,11/21/2011,45,7.04,3721,3,1,2,1
2145,11/22/2011,30,7.04,4905,2,5,4,1
2146,11/23/2011,45,9.6,145,3,1,2,2
2147,11/24/2011,30,2.6,7632,4,8,3,2
2148,11/25/2011,45,4.02,2063,3,2,1,1
2149,11/26/2011,45,2.6,6581,2,5,2,1
2150,11/27/2011,60,4.02,9163,3,6,3,2
2151,11/28/2011,45,7.04,6450,4,3,2,1
2152,11/29/2011,45,4.02,4911,3,3,1,1
2153,11/30/2011,60,5.56,520,2,7,2,1
2154,12/1/2011,45,4.02,5710,2,3,4,1
2155,12/2/2011,45,5.56,8001,3,1,2,2
2156,12/3/2011,45,2.77,635,4,3,3,2
2157,12/4/2011,30,4.02,2016,3,2,1,1
2158,12/5/2011,45,2.6,5352,2,5,2,1
2159,12/6/2011,45,4.02,2694,3,1,2,1
2160,12/7/2011,60,7.04,424,2,5,4,1
2161,12/8/2011,45,4.02,102,3,1,2,2
2162,12/9/2011,60,2.6,8656,1,1,1,1
2163,12/10/2011,45,4.02,1824,2,2,2,2
2164,12/11/2011,45,2.6,1094,3,2,3,3
2165,12/12/2011,60,2.66,5041,4,3,3,2
2166,12/13/2011,45,7.04,8017,3,3,2,3
2167,12/14/2011,45,7.04,9799,2,3,1,3
2168,12/15/2011,60,7.04,4513,3,2,4,3
2169,12/16/2011,45,7.04,7898,4,4,3,4
2170,12/17/2011,30,7.04,9506,3,1,2,1
2171,12/18/2011,45,7.04,8493,2,3,4,1
2172,12/19/2011,45,9.6,3433,3,1,2,2
2173,12/20/2011,30,2.6,9401,4,3,3,2
2174,12/21/2011,45,4.02,994,3,2,1,1
2175,12/22/2011,30,2.6,996,2,5,2,1
2176,12/23/2011,30,4.02,8891,3,6,3,2
2177,12/24/2011,45,7.04,3093,4,5,2,1
2178,12/25/2011,45,4.02,7412,3,3,1,1
2179,12/26/2011,30,5.56,7180,2,7,2,1
2180,12/27/2011,45,4.02,9591,3,4,1,4
2181,12/28/2011,45,5.56,5233,4,5,4,1
2182,12/29/2011,45,2.77,4259,3,7,2,1
2183,12/30/2011,60,9.6,3912,2,8,2,1
2184,12/31/2011,45,4.02,6178,3,8,1,1
2185,1/1/2012,60,2.77,5654,4,1,2,1
2186,1/2/2012,45,2.77,4588,3,2,1,3
2187,1/3/2012,60,2.6,4564,2,8,2,2
2188,1/4/2012,30,2.6,2081,3,1,3,3
2189,1/5/2012,45,7.04,2131,4,1,2,1
2190,1/6/2012,45,5.56,5306,3,7,2,2
2191,1/7/2012,45,2.6,1059,2,1,2,1
2192,1/8/2012,60,2.6,6146,3,2,2,1
2193,1/9/2012,45,2.77,3721,4,1,2,1
2194,1/10/2012,45,2.6,6162,3,1,1,1
2195,1/11/2012,60,7.04,4382,2,7,2,1
2196,1/12/2012,45,2.6,5328,3,1,4,1
2197,1/13/2012,60,2.6,6893,4,3,2,5
2198,1/14/2012,60,2.77,4244,3,2,2,1
2199,1/15/2012,60,2.6,4777,2,5,2,1
2200,1/16/2012,60,4.02,8182,3,6,2,1
2201,1/17/2012,45,7.04,4524,4,5,1,1
2202,1/18/2012,45,4.02,8541,3,6,2,1
2203,1/19/2012,45,5.56,1596,2,7,2,1
2204,1/20/2012,30,4.02,7951,3,8,3,1
2205,1/21/2012,45,5.56,6601,4,1,3,1
2206,1/22/2012,30,2.77,1769,3,5,2,1
2207,1/23/2012,30,9.6,8832,2,2,1,1
2208,1/24/2012,30,2.6,8029,3,5,2,3
2209,1/25/2012,30,4.02,9959,4,6,2,2
2210,1/26/2012,30,7.04,1999,3,5,2,1
2211,1/27/2012,45,4.02,574,2,3,2,1
2212,1/28/2012,45,5.56,6031,3,7,2,2
2213,1/29/2012,45,4.02,287,4,8,4,3
2214,1/30/2012,45,5.56,3890,3,5,2,1
2215,1/31/2012,45,2.77,8020,2,3,1,1
2216,2/1/2012,45,9.6,1913,3,7,1,1
2217,2/2/2012,60,4.02,4562,4,3,2,3
2218,2/3/2012,45,2.77,3909,3,4,2,1
2219,2/4/2012,60,2.77,3122,2,6,2,1
2220,2/5/2012,45,2.77,9665,3,3,3,1
2221,2/6/2012,60,9.6,474,4,6,3,1
2222,2/7/2012,45,5.56,4506,3,7,2,1
2223,2/8/2012,45,4.02,9816,2,6,2,1
2224,2/9/2012,45,5.56,1834,3,5,3,1
2225,2/10/2012,30,2.77,2963,4,3,3,1
2226,2/11/2012,45,5.56,2098,3,7,2,1
2227,2/12/2012,45,4.02,8282,2,4,1,1
2228,2/13/2012,30,5.56,979,3,5,3,4
2229,2/14/2012,45,2.77,7334,4,7,2,1
2230,2/15/2012,45,9.6,5784,3,4,2,1
2231,2/16/2012,30,4.02,5123,2,3,1,2
2232,2/17/2012,45,2.77,2193,3,7,2,1
2233,2/18/2012,45,9.6,8835,4,6,1,1
2234,2/19/2012,30,2.77,390,3,7,1,2
2235,2/20/2012,30,2.77,4739,2,4,2,1
2236,2/21/2012,45,5.56,6959,3,5,2,1
2237,2/22/2012,30,2.77,59,4,7,1,1
2238,2/23/2012,45,9.6,2326,3,5,2,1
2239,2/24/2012,45,4.02,3359,2,7,1,1
2240,2/25/2012,60,2.77,1197,3,3,1,1
2241,2/26/2012,45,4.02,8317,3,2,1,3
2242,2/27/2012,45,2.77,4658,2,8,2,2
2243,2/28/2012,60,2.77,8161,3,1,3,3
2244,2/29/2012,45,7.04,3578,4,1,2,1
2245,3/1/2012,60,5.56,3357,3,3,2,2
2246,3/2/2012,60,2.6,5936,2,8,2,1
2247,3/3/2012,45,2.6,401,3,2,2,1
2248,3/4/2012,45,2.77,4436,3,1,2,2
2249,3/5/2012,60,2.6,7213,4,3,3,2
2250,3/6/2012,45,7.04,2910,3,2,1,1
2251,3/7/2012,45,2.6,8647,2,5,2,1
2252,3/8/2012,60,4.02,7313,3,6,3,2
2253,3/9/2012,45,7.04,1238,4,3,2,1
2254,3/10/2012,45,4.02,7524,3,6,1,1
2255,3/11/2012,60,5.56,8477,3,2,2,3
2256,3/12/2012,45,4.02,1221,2,2,1,3
2257,3/13/2012,30,5.56,2333,3,2,4,3
2258,3/14/2012,45,7.04,4062,4,4,3,4
2259,3/15/2012,45,7.04,4125,3,1,2,1
2260,3/16/2012,30,7.04,844,2,5,4,1
2261,3/17/2012,45,9.6,1319,3,1,2,2
2262,3/18/2012,30,2.6,5653,4,8,3,2
2263,3/19/2012,45,4.02,4251,3,2,1,1
2264,3/20/2012,45,2.6,5080,2,5,2,1
2265,3/21/2012,60,4.02,9861,3,6,3,2
2266,3/22/2012,45,7.04,1274,4,3,2,1
2267,3/23/2012,45,4.02,4971,3,3,1,1
2268,3/24/2012,60,5.56,579,2,7,2,1
2269,3/25/2012,45,4.02,3344,2,3,4,1
2270,3/26/2012,45,5.56,8415,3,1,2,2
2271,3/27/2012,45,2.77,2664,4,3,3,2
2272,3/28/2012,30,4.02,1056,3,2,1,1
2273,3/29/2012,45,2.6,5072,2,5,2,1
2274,3/30/2012,45,4.02,2937,3,1,2,1
2275,3/31/2012,60,7.04,1693,2,5,4,1
2276,4/1/2012,45,4.02,2135,3,1,2,2
2277,4/2/2012,60,2.6,1602,1,1,1,1
2278,4/3/2012,45,4.02,338,2,2,2,2
2279,4/4/2012,45,2.6,7532,3,2,3,3
2280,4/5/2012,60,2.66,4850,4,3,3,2
2281,4/6/2012,45,7.04,2468,3,3,2,3
2282,4/7/2012,45,7.04,8343,2,3,1,3
2283,4/8/2012,60,7.04,1306,3,2,4,3
2284,4/9/2012,45,7.04,6310,4,4,3,4
2285,4/10/2012,30,7.04,5693,3,1,2,1
2286,4/11/2012,45,7.04,5534,2,3,4,1
2287,4/12/2012,45,9.6,2593,3,1,2,2
2288,4/13/2012,30,2.6,8071,4,3,3,2
2289,4/14/2012,45,4.02,1862,3,2,1,1
2290,4/15/2012,30,2.6,1087,2,5,2,1
2291,4/16/2012,30,4.02,8985,3,6,3,2
2292,4/17/2012,45,7.04,4243,4,5,2,1
2293,4/18/2012,45,4.02,4506,3,3,1,1
2294,4/19/2012,30,5.56,5660,2,7,2,1
2295,4/20/2012,45,4.02,4713,3,4,1,4
2296,4/21/2012,45,5.56,7219,4,5,4,1
2297,4/22/2012,45,2.77,2305,3,7,2,1
2298,4/23/2012,60,9.6,4702,2,8,2,1
2299,4/24/2012,45,4.02,5644,3,8,1,1
2300,4/25/2012,60,2.77,9867,4,1,2,1
2301,4/26/2012,45,2.77,6892,3,2,1,3
2302,4/27/2012,60,2.6,8737,2,8,2,2
2303,4/28/2012,30,2.6,5898,3,1,3,3
2304,4/29/2012,45,7.04,2896,4,1,2,1
2305,4/30/2012,45,5.56,8414,3,7,2,2
2306,5/1/2012,45,2.6,1124,2,1,2,1
2307,5/2/2012,60,2.6,9990,3,2,2,1
2308,5/3/2012,45,2.77,3987,4,1,2,1
2309,5/4/2012,45,2.6,1641,3,1,1,1
2310,5/5/2012,60,7.04,7492,2,7,2,1
2311,5/6/2012,45,2.6,267,3,1,4,1
2312,5/7/2012,60,2.6,3431,4,3,2,5
2313,5/8/2012,60,2.77,8077,3,2,2,1
2314,5/9/2012,60,2.6,247,2,5,2,1
2315,5/10/2012,60,4.02,7085,3,6,2,1
2316,5/11/2012,45,7.04,9410,4,5,1,1
2317,5/12/2012,45,4.02,8262,3,6,2,1
2318,5/13/2012,45,5.56,900,2,7,2,1
2319,5/14/2012,30,4.02,783,3,8,3,1
2320,5/15/2012,45,5.56,2347,4,1,3,1
2321,5/16/2012,30,2.77,3122,3,5,2,1
2322,5/17/2012,30,9.6,1442,2,2,1,1
2323,5/18/2012,30,2.6,3472,3,5,2,3
2324,5/19/2012,30,4.02,2669,4,6,2,2
2325,5/20/2012,30,7.04,1314,3,5,2,1
2326,5/21/2012,45,4.02,6593,2,3,2,1
2327,5/22/2012,45,5.56,5045,3,7,2,2
2328,5/23/2012,45,4.02,2486,4,8,4,3
2329,5/24/2012,45,5.56,9026,3,5,2,1
2330,5/25/2012,45,2.77,7344,2,3,1,1
2331,5/26/2012,45,9.6,314,3,7,1,1
2332,5/27/2012,60,4.02,1673,4,3,2,3
2333,5/28/2012,45,2.77,8179,3,4,2,1
2334,5/29/2012,60,2.77,218,2,6,2,1
2335,5/30/2012,45,2.77,2967,3,3,3,1
2336,5/31/2012,60,9.6,5015,4,6,3,1
2337,6/1/2012,45,5.56,7109,3,7,2,1
2338,6/2/2012,45,4.02,2672,2,6,2,1
2339,6/3/2012,45,5.56,2570,3,5,3,1
2340,6/4/2012,30,2.77,767,4,3,3,1
2341,6/5/2012,45,5.56,866,3,7,2,1
2342,6/6/2012,45,4.02,768,2,4,1,1
2343,6/7/2012,30,5.56,6322,3,5,3,4
2344,6/8/2012,45,2.77,2998,4,7,2,1
2345,6/9/2012,45,9.6,6612,3,4,2,1
2346,6/10/2012,30,4.02,4948,2,3,1,2
2347,6/11/2012,45,2.77,9427,3,7,2,1
2348,6/12/2012,45,9.6,3021,4,6,1,1
2349,6/13/2012,30,2.77,7461,3,7,1,2
2350,6/14/2012,30,2.77,48,2,4,2,1
2351,6/15/2012,45,5.56,8374,3,5,2,1
2352,6/16/2012,30,2.77,8943,4,7,1,1
2353,6/17/2012,45,9.6,5553,3,5,2,1
2354,6/18/2012,45,4.02,9477,2,7,1,1
2355,6/19/2012,60,2.77,2201,3,3,1,1
2356,6/20/2012,45,4.02,8535,3,2,1,3
2357,6/21/2012,45,2.77,8020,2,8,2,2
2358,6/22/2012,60,2.77,7951,3,1,3,3
2359,6/23/2012,45,7.04,5739,4,1,2,1
2360,6/24/2012,60,5.56,6881,3,3,2,2
2361,6/25/2012,60,2.6,9529,2,8,2,1
2362,6/26/2012,45,2.6,1518,3,2,2,1
2363,6/27/2012,45,2.77,8676,3,1,2,2
2364,6/28/2012,60,2.6,6601,4,3,3,2
2365,6/29/2012,45,7.04,2828,3,2,1,1
2366,6/30/2012,45,2.6,8125,2,5,2,1
2367,7/1/2012,60,4.02,6298,3,6,3,2
2368,7/2/2012,45,7.04,7279,4,3,2,1
2369,7/3/2012,45,4.02,4655,3,6,1,1
2370,7/4/2012,60,5.56,4955,3,2,2,3
2371,7/5/2012,45,4.02,242,2,2,1,3
2372,7/6/2012,30,5.56,937,3,2,4,3
2373,7/7/2012,45,7.04,355,4,4,3,4
2374,7/8/2012,45,7.04,9488,3,1,2,1
2375,7/9/2012,30,7.04,3384,2,5,4,1
2376,7/10/2012,45,9.6,3858,3,1,2,2
2377,7/11/2012,30,2.6,5573,4,8,3,2
2378,7/12/2012,45,4.02,7837,3,2,1,1
2379,7/13/2012,45,2.6,3696,2,5,2,1
2380,7/14/2012,60,4.02,7111,3,6,3,2
2381,7/15/2012,45,7.04,7637,4,3,2,1
2382,7/16/2012,45,4.02,2869,3,3,1,1
2383,7/17/2012,60,5.56,7079,2,7,2,1
2384,7/18/2012,45,4.02,7669,2,3,4,1
2385,7/19/2012,45,5.56,4248,3,1,2,2
2386,7/20/2012,45,2.77,3374,4,3,3,2
2387,7/21/2012,30,4.02,5034,3,2,1,1
2388,7/22/2012,45,2.6,2315,2,5,2,1
2389,7/23/2012,45,4.02,2649,3,1,2,1
2390,7/24/2012,60,7.04,2817,2,5,4,1
2391,7/25/2012,45,4.02,7541,3,1,2,2
2392,7/26/2012,60,2.6,9841,1,1,1,1
2393,7/27/2012,45,4.02,1755,2,2,2,2
2394,7/28/2012,45,2.6,5367,3,2,3,3
2395,7/29/2012,60,2.66,1139,4,3,3,2
2396,7/30/2012,45,7.04,2534,3,3,2,3
2397,7/31/2012,45,7.04,2986,2,3,1,3
2398,8/1/2012,60,7.04,1830,3,2,4,3
2399,8/2/2012,45,7.04,5206,4,4,3,4
2400,8/3/2012,30,7.04,2876,3,1,2,1
2401,8/4/2012,45,7.04,7275,2,3,4,1
2402,8/5/2012,45,9.6,5174,3,1,2,2
2403,8/6/2012,30,2.6,4548,4,3,3,2
2404,8/7/2012,45,4.02,5852,3,2,1,1
2405,8/8/2012,30,2.6,6380,2,5,2,1
2406,8/9/2012,30,4.02,6591,3,6,3,2
2407,8/10/2012,45,7.04,5170,4,5,2,1
2408,8/11/2012,45,4.02,8553,3,3,1,1
2409,8/12/2012,30,5.56,7766,2,7,2,1
2410,8/13/2012,45,4.02,705,3,4,1,4
2411,8/14/2012,45,5.56,9546,4,5,4,1
2412,8/15/2012,45,2.77,2595,3,7,2,1
2413,8/16/2012,60,9.6,6958,2,8,2,1
2414,8/17/2012,45,4.02,2976,3,8,1,1
2415,8/18/2012,60,2.77,6463,4,1,2,1
2416,8/19/2012,45,2.77,9428,3,2,1,3
2417,8/20/2012,60,2.6,8009,2,8,2,2
2418,8/21/2012,30,2.6,1358,3,1,3,3
2419,8/22/2012,45,7.04,1517,4,1,2,1
2420,8/23/2012,45,5.56,5267,3,7,2,2
2421,8/24/2012,45,2.6,5517,2,1,2,1
2422,8/25/2012,60,2.6,4185,3,2,2,1
2423,8/26/2012,45,2.77,8709,4,1,2,1
2424,8/27/2012,45,2.6,4144,3,1,1,1
2425,8/28/2012,60,7.04,1256,2,7,2,1
2426,8/29/2012,45,2.6,3992,3,1,4,1
2427,8/30/2012,60,2.6,481,4,3,2,5
2428,8/31/2012,60,2.77,312,3,2,2,1
2429,9/1/2012,60,2.6,8997,2,5,2,1
2430,9/2/2012,60,4.02,7296,3,6,2,1
2431,9/3/2012,45,7.04,892,4,5,1,1
2432,9/4/2012,45,4.02,9471,3,6,2,1
2433,9/5/2012,45,5.56,8332,2,7,2,1
2434,9/6/2012,30,4.02,4731,3,8,3,1
2435,9/7/2012,45,5.56,6891,4,1,3,1
2436,9/8/2012,30,2.77,2511,3,5,2,1
2437,9/9/2012,30,9.6,7609,2,2,1,1
2438,9/10/2012,30,2.6,1003,3,5,2,3
2439,9/11/2012,30,4.02,6536,4,6,2,2
2440,9/12/2012,30,7.04,2473,3,5,2,1
2441,9/13/2012,45,4.02,533,2,3,2,1
2442,9/14/2012,45,5.56,3380,3,7,2,2
2443,9/15/2012,45,4.02,7276,4,8,4,3
2444,9/16/2012,45,5.56,4719,3,5,2,1
2445,9/17/2012,45,2.77,1166,2,3,1,1
2446,9/18/2012,45,9.6,9820,3,7,1,1
2447,9/19/2012,60,4.02,4688,4,3,2,3
2448,9/20/2012,45,2.77,6155,3,4,2,1
2449,9/21/2012,60,2.77,5264,2,6,2,1
2450,9/22/2012,45,2.77,2750,3,3,3,1
2451,9/23/2012,60,9.6,3902,4,6,3,1
2452,9/24/2012,45,5.56,8686,3,7,2,1
2453,9/25/2012,45,4.02,2318,2,6,2,1
2454,9/26/2012,45,5.56,2795,3,5,3,1
2455,9/27/2012,30,2.77,9554,4,3,3,1
2456,9/28/2012,45,5.56,6011,3,7,2,1
2457,9/29/2012,45,4.02,9562,2,4,1,1
2458,9/30/2012,30,5.56,9203,3,5,3,4
2459,10/1/2012,45,2.77,588,4,7,2,1
2460,10/2/2012,45,9.6,6145,3,4,2,1
2461,10/3/2012,30,4.02,2101,2,3,1,2
2462,10/4/2012,45,2.77,5415,3,7,2,1
2463,10/5/2012,45,9.6,244,4,6,1,1
2464,10/6/2012,30,2.77,9764,3,7,1,2
2465,10/7/2012,30,2.77,8331,2,4,2,1
2466,10/8/2012,45,5.56,4949,3,5,2,1
2467,10/9/2012,30,2.77,6809,4,7,1,1
2468,10/10/2012,45,9.6,5163,3,5,2,1
2469,10/11/2012,45,4.02,1181,2,7,1,1
2470,10/12/2012,60,2.77,2188,2,2,1,1
2471,10/13/2012,45,4.02,31,3,5,2,3
2472,10/14/2012,45,2.77,2144,4,6,2,2
2473,10/15/2012,30,7.04,988,3,5,2,1
2474,10/16/2012,45,4.02,85,2,3,2,1
2475,10/17/2012,45,5.56,9565,3,7,2,2
2476,10/18/2012,45,4.02,1835,4,8,4,3
2477,10/19/2012,45,5.56,2043,3,5,2,1
2478,10/20/2012,45,2.77,182,2,3,1,1
2479,10/21/2012,45,9.6,9048,3,7,1,1
2480,10/22/2012,60,4.02,1072,4,3,2,3
2481,10/23/2012,45,2.77,8404,3,4,2,1
2482,10/24/2012,60,2.77,1133,2,6,2,1
2483,10/25/2012,45,2.77,3026,3,3,3,1
2484,10/26/2012,60,9.6,4214,4,6,3,1
2485,10/27/2012,45,5.56,1102,3,7,2,1
2486,10/28/2012,45,4.02,3237,2,6,2,1
2487,10/29/2012,45,5.56,4049,3,5,3,1
2488,10/30/2012,30,2.77,9571,4,3,3,1
2489,10/31/2012,45,5.56,7790,3,7,2,1
2490,11/1/2012,45,4.02,5031,2,4,1,1
2491,11/2/2012,30,5.56,7501,3,5,3,4
2492,11/3/2012,45,2.77,8933,4,7,2,1
2493,11/4/2012,45,9.6,862,3,4,2,1
2494,11/5/2012,30,4.02,7990,2,3,1,2
2495,11/6/2012,45,2.77,1704,3,7,2,1
2496,11/7/2012,45,9.6,2058,4,6,1,1
2497,11/8/2012,30,2.77,3042,3,7,1,2
2498,11/9/2012,30,2.77,8578,2,4,2,1
2499,11/10/2012,45,5.56,3443,3,5,2,1
2500,11/11/2012,30,2.77,9879,4,7,1,1
2501,11/12/2012,45,9.6,3758,3,5,2,1
2502,11/13/2012,45,4.02,5572,2,7,1,1
2503,11/14/2012,60,2.77,2208,1,1,1,1
2504,11/15/2012,45,4.02,7707,2,2,2,2
2505,11/16/2012,45,2.77,1718,3,2,3,3
2506,11/17/2012,60,2.66,2496,4,3,3,2
2507,11/18/2012,45,7.04,1438,3,3,2,3
2508,11/19/2012,45,7.04,7549,2,3,1,3
2509,11/20/2012,60,7.04,3880,3,2,4,3
2510,11/21/2012,45,7.04,5086,4,4,3,4
2511,11/22/2012,30,7.04,1216,3,1,2,1
2512,11/23/2012,45,7.04,3352,2,3,4,1
2513,11/24/2012,45,9.6,4645,3,1,2,2
2514,11/25/2012,30,2.6,8877,4,3,3,2
2515,11/26/2012,45,4.02,4787,3,2,1,1
2516,11/27/2012,30,2.6,752,2,5,2,1
2517,11/28/2012,30,4.02,6719,3,6,3,2
2518,11/29/2012,45,7.04,2298,4,5,2,1
2519,11/30/2012,45,4.02,4753,3,3,1,1
2520,12/1/2012,30,5.56,3266,2,7,2,1
2521,12/2/2012,45,4.02,1322,3,4,1,4
2522,12/3/2012,45,5.56,7122,4,5,4,1
2523,12/4/2012,45,2.77,3053,3,7,2,1
2524,12/5/2012,60,9.6,484,2,8,2,1
2525,12/6/2012,45,4.02,8063,3,8,1,1
2526,12/7/2012,60,2.77,287,4,1,2,1
2527,12/8/2012,45,2.77,2273,3,2,1,3
2528,12/9/2012,60,2.6,4740,2,8,2,2
2529,12/10/2012,30,2.6,3250,3,1,3,3
2530,12/11/2012,45,7.04,6323,4,1,2,1
2531,12/12/2012,45,5.56,7102,3,7,2,2
2532,12/13/2012,45,2.6,8247,2,1,2,1
2533,12/14/2012,60,2.6,8063,3,2,2,1
2534,12/15/2012,45,2.77,2996,4,1,2,1
2535,12/16/2012,45,2.6,6415,3,1,1,1
2536,12/17/2012,60,7.04,7556,2,7,2,1
2537,12/18/2012,45,2.6,4891,3,1,4,1
2538,12/19/2012,60,2.6,7937,4,3,2,5
2539,12/20/2012,60,2.77,38,3,2,2,1
2540,12/21/2012,60,2.6,7892,2,5,2,1
2541,12/22/2012,60,4.02,5754,3,6,2,1
2542,12/23/2012,45,7.04,2278,4,5,1,1
2543,12/24/2012,45,4.02,183,3,6,2,1
2544,12/25/2012,45,5.56,936,2,7,2,1
2545,12/26/2012,30,4.02,2852,3,8,3,1
2546,12/27/2012,45,5.56,9013,4,1,3,1
2547,12/28/2012,30,2.77,2332,3,5,2,1
2548,12/29/2012,30,9.6,8204,2,2,1,1
2549,12/30/2012,30,2.6,5838,3,5,2,3
2550,12/31/2012,30,4.02,4745,4,6,2,2
2551,1/1/2013,30,7.04,6660,3,5,2,1
2552,1/2/2013,45,4.02,853,2,3,2,1
2553,1/3/2013,45,5.56,9833,3,7,2,2
2554,1/4/2013,45,4.02,5780,4,8,4,3
2555,1/5/2013,45,5.56,3035,3,5,2,1
2556,1/6/2013,45,2.77,3117,2,3,1,1
2557,1/7/2013,45,9.6,2701,3,7,1,1
2558,1/8/2013,60,4.02,1170,4,3,2,3
2559,1/9/2013,45,2.77,8386,3,4,2,1
2560,1/10/2013,60,2.77,112,2,6,2,1
2561,1/11/2013,45,2.77,4676,3,3,3,1
2562,1/12/2013,60,9.6,2181,4,6,3,1
2563,1/13/2013,45,5.56,3262,3,7,2,1
2564,1/14/2013,45,4.02,5382,2,6,2,1
2565,1/15/2013,45,5.56,8838,3,5,3,1
2566,1/16/2013,30,2.77,4852,4,3,3,1
2567,1/17/2013,45,5.56,6647,3,7,2,1
2568,1/18/2013,45,4.02,9673,2,4,1,1
2569,1/19/2013,30,5.56,1004,3,5,3,4
2570,1/20/2013,45,2.77,2345,4,7,2,1
2571,1/21/2013,45,9.6,2148,3,4,2,1
2572,1/22/2013,30,4.02,9019,2,3,1,2
2573,1/23/2013,45,2.77,4814,3,7,2,1
2574,1/24/2013,45,9.6,5536,4,6,1,1
2575,1/25/2013,30,2.77,4121,3,7,1,2
2576,1/26/2013,30,2.77,7172,2,4,2,1
2577,1/27/2013,45,5.56,5813,3,5,2,1
2578,1/28/2013,30,2.77,8923,4,7,1,1
2579,1/29/2013,45,9.6,7566,3,5,2,1
2580,1/30/2013,45,4.02,6416,2,7,1,1
2581,1/31/2013,60,2.77,9629,3,3,1,1
2582,2/1/2013,45,4.02,389,3,2,1,3
2583,2/2/2013,45,2.77,9452,2,8,2,2
2584,2/3/2013,60,2.77,757,3,1,3,3
2585,2/4/2013,45,7.04,5784,4,1,2,1
2586,2/5/2013,60,5.56,4385,3,3,2,2
2587,2/6/2013,60,2.6,6168,2,8,2,1
2588,2/7/2013,45,2.6,6237,3,2,2,1
2589,2/8/2013,45,2.77,2472,3,1,2,2
2590,2/9/2013,60,2.6,2677,4,3,3,2
2591,2/10/2013,45,7.04,1224,3,2,1,1
2592,2/11/2013,45,2.6,5297,2,5,2,1
2593,2/12/2013,60,4.02,4921,3,6,3,2
2594,2/13/2013,45,7.04,8758,4,3,2,1
2595,2/14/2013,45,4.02,4355,3,6,1,1
2596,2/15/2013,60,5.56,841,3,2,2,3
2597,2/16/2013,45,4.02,9668,2,2,1,3
2598,2/17/2013,30,5.56,1682,3,2,4,3
2599,2/18/2013,45,7.04,8340,4,4,3,4
2600,2/19/2013,45,7.04,5268,3,1,2,1
2601,2/20/2013,30,7.04,4382,2,5,4,1
2602,2/21/2013,45,9.6,6077,3,1,2,2
2603,2/22/2013,30,2.6,8008,4,8,3,2
2604,2/23/2013,45,4.02,7778,3,2,1,1
2605,2/24/2013,45,2.6,4754,2,5,2,1
2606,2/25/2013,60,4.02,3136,3,6,3,2
2607,2/26/2013,45,7.04,7812,4,3,2,1
2608,2/27/2013,45,4.02,3220,3,3,1,1
2609,2/28/2013,60,5.56,6173,2,7,2,1
2610,3/1/2013,45,4.02,4793,2,3,4,1
2611,3/2/2013,45,5.56,7610,3,1,2,2
2612,3/3/2013,45,2.77,5827,4,3,3,2
2613,3/4/2013,30,4.02,8705,3,2,1,1
2614,3/5/2013,45,2.6,7797,2,5,2,1
2615,3/6/2013,45,4.02,1972,3,1,2,1
2616,3/7/2013,60,7.04,2258,2,5,4,1
2617,3/8/2013,45,4.02,8807,3,1,2,2
2618,3/9/2013,60,2.6,4352,1,1,1,1
2619,3/10/2013,45,4.02,3638,2,2,2,2
2620,3/11/2013,45,2.6,3984,3,2,3,3
2621,3/12/2013,60,2.66,2058,4,3,3,2
2622,3/13/2013,45,7.04,2485,3,3,2,3
2623,3/14/2013,45,7.04,25,2,3,1,3
